CUST_ID,BALANCE,PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS
763,5639.464394,717.18,3856.971744,0.416667,7,7000,1460.652254,1540.175186
764,5308.90635,0,4954.608429,0,0,9500,1334.749456,1272.080547
765,62.209376,782.88,0,0.083333,2,3000,2941.300379,280.618072
766,2052.32561,0,200.266788,0,0,2000,529.203224,1501.874974
767,56.720267,260,0,0.083333,1,5500,278.975102,92.072121
768,1121.068043,0,56.461201,0,0,1200,236.09244,351.184105
769,9470.18498,49.19,4078.303778,0.416667,5,12000,2230.957196,2672.605531
770,2388.503738,4021.29,2075.781347,1,44,5000,2851.045852,794.323892
771,1955.179305,503.45,0,0.083333,1,10500,685.660178,495.65428
772,432.915949,4430.17,0,1,78,8500,4301.600928,186.739077
773,2027.896903,933.5,1160.28334,0.083333,1,3000,393.417404,462.153221
774,1252.58309,1163.93,0,0.833333,22,5000,0,
775,1822.43199,177.23,0,0.083333,3,2500,1136.340121,428.353499
776,1557.750089,283.6,0,0.25,2,5000,424.829757,282.152847
777,3879.064446,9796.28,1959.013493,1,45,19000,12667.90527,968.363741
778,708.509086,2109.61,366.008558,1,19,6500,4591.162882,296.681069
779,2748.60877,0,434.319424,0,0,3000,808.881566,1663.969183
780,4343.537475,1326.3,1123.247578,1,23,4500,1373.689245,3414.220124
781,8646.143734,0,10204.12284,0,0,10000,11192.8048,3427.635445
782,90.445498,0,729.325692,0,0,3500,79.242572,81.716644
783,9164.724752,3407.69,2063.860557,1,77,9500,0,
784,298.592251,1804.09,327.479813,0.916667,27,7500,1672.051219,190.893951
785,88.242406,758.31,0,0.583333,7,6000,501.41401,83.041019
786,14.731998,121.5,0,0.818182,9,4000,137.148597,125.135021
787,5211.229218,0,2316.206642,0,0,5500,1009.545319,2092.29409
788,835.007085,90.39,1160.459619,0.125,1,1500,254.561828,152.221816
789,2302.479845,0,861.574218,0,0,2600,0,
790,1782.997768,0,16037.32794,0,0,10000,15923.28722,517.595201
791,2435.823938,749.3,0,0.583333,8,8500,2501.125038,541.51241
792,10.096031,184.92,0,1,12,4000,185.189285,129.992635
793,1524.409377,70,640.711949,0.166667,2,1500,973.097522,1263.139657
794,1819.529197,219.26,977.92638,0.25,5,2500,518.949471,1223.335721
795,4.607593,44.55,0,0.083333,1,6000,267.147917,88.028446
796,644.530629,268.68,0,1,12,1200,1557.68946,438.318992
797,147.180819,0,1843.426883,0,0,2600,0,
798,197.555397,1876.8,0,1,12,5000,1715.207478,163.663033
799,1716.622291,455.76,0,1,13,1700,881.425823,1066.801936
800,26.680023,520.5,0,0.5,15,4000,551.370293,88.814191
801,5359.980872,0,1113.868654,0,0,6000,638.144031,12866.94167
802,772.54691,8519.02,237.066662,1,117,17500,5828.994002,270.774147
803,83.477053,0,2654.856157,0,0,3000,12902.18813,1791.729021
804,2654.816967,0,3469.664606,0,0,4000,3225.132002,1689.935969
805,81.762162,777.04,0,0.833333,20,7500,753.811533,162.763716
806,1373.277423,0,2739.66574,0,0,3300,0,
807,1773.445786,4504.25,0,0.5,37,8500,278.70437,561.333282
808,227.07351,2370.01,0,1,35,4200,1948.361057,162.995748
809,155.924331,517.14,0,0.416667,7,3000,369.733274,131.403254
810,4767.644535,806,1705.723287,1,25,8000,880.198403,2203.284474
811,2574.852985,578.66,6390.668135,1,12,9500,3219.440365,728.739114
812,3405.005439,8.4,0,1,12,10500,1015.698271,795.091125
813,3517.561446,173.69,3122.99024,0.166667,2,5000,5091.300312,796.031998
814,1748.546186,74.98,216.032736,0.166667,2,1800,650.440749,572.683934
815,4.503251,60.24,0,0.166667,2,4000,471.23242,110.528523
816,2717.915641,1500,475.122697,0.083333,2,4600,949.592719,885.376298
817,1841.359829,2280.58,0,1,20,1800,2463.113969,1947.918485
818,1399.729932,0,1967.782148,0,0,3000,712.803089,316.461916
819,674.817091,1152.83,0,1,21,7000,0,
820,2406.569238,0,94.706407,0,0,2400,314.272712,10774.73572
821,285.308422,0,2644.698717,0,0,3000,248.742811,572.390099
822,1011.110679,186.11,0,0.333333,5,3000,634.853367,227.160721
823,1358.890643,89.9,0,0.333333,4,7000,323.344372,409.65366
824,1392.773202,221.61,0,0.666667,8,1700,369.345758,294.377252
825,487.584965,4768.27,0,0.727273,27,2500,1980.213325,149.493574
826,1892.439622,86.7,92.435934,0.166667,2,2000,534.092827,1069.925154
827,3957.419199,1162.63,3808.247988,0.5,14,7500,1476.991573,1451.018556
828,920.968431,977.38,0,0.833333,18,3350,549.396517,266.850585
829,227.781773,1497.82,0,1,31,3500,342.79543,183.964777
830,4270.148411,363,5307.322893,0.111111,2,5500,1250.695005,2070.907379
831,4115.739163,0,540.251858,0,0,8500,1006.261579,1313.531481
832,1375.845223,0,112.680045,0,0,1500,306.606914,736.789619
833,1300.593766,0,513.664928,0,0,3000,386.660071,396.635432
834,1437.895562,350,0,0.166667,2,4000,0,
835,1304.357015,1488.8,858.516418,0.833333,21,2000,612.674919,341.524735
836,1372.725482,992.25,667.818882,0.833333,18,4500,2899.141015,464.139521
837,938.177781,1288.42,0,0.916667,23,1500,1018.536172,196.720403
838,129.3741,1102.72,0,1,15,4000,1123.51632,178.44023
839,161.198861,536.68,0,1,13,1000,280.826685,165.304588
840,825.977042,0,904.460261,0,0,2500,522.917982,170.397605
841,230.359954,2163.12,0,1,23,4000,0,
842,3616.993845,0,4947.781762,0,0,5500,529.726072,1294.501736
843,8220.740014,5197.22,18857.05847,1,15,13000,12886.44123,1287.324868
844,4438.521324,591.84,564.365429,0.636364,11,17000,5552.601399,1094.486286
845,2210.404961,1790.64,1660.66756,1,52,10500,8862.839094,478.820544
846,2315.003636,0,3253.033658,0,0,3000,2467.952091,986.843214
847,1255.779743,385,0,0.166667,2,5000,0,
848,62.596086,475,0,1,12,1500,408.132037,170.451899
849,5280.649637,0,1786.833644,0,0,6000,1648.300986,1264.637138
850,170.907823,1366.3,0,0.5,11,2000,3453.112338,139.388035
851,1271.212003,76.94,0,0.181818,2,1500,257.110005,277.714185
852,11083.32542,2126.7,1622.219455,0.5,10,15000,2494.033369,2642.937347
853,992.599867,100,593.181763,0.083333,1,1200,0,
854,10131.00055,0,3330.326162,0,0,14500,4056.944212,2592.311811
855,4419.30294,12551.95,14896.54051,1,122,17000,31698.41902,1448.585054
856,2173.621597,200,201.404735,0.083333,1,8000,495.968187,502.765453
857,9901.685569,2190.95,1913.350112,1,43,11500,2972.248185,2849.235124
858,2320.309453,2896.05,187.030671,1,90,13500,1341.195566,559.284909
859,910.072514,18.05,19.118837,0.083333,1,1000,233.886707,230.806229
860,1374.460976,1990.81,0,1,31,5000,0,
861,0,199.88,0,0.75,14,4000,0,
862,268.493643,4917.48,0,1,31,13500,3552.167671,78.898037
863,1827.200326,1325.27,0,0.75,21,4000,666.371943,531.303374
864,1029.66874,1448.59,1070.165399,0.666667,18,1200,3008.279166,1054.339431
865,993.533549,851.68,1515.648089,0.833333,12,1500,1660.242557,512.342306
866,3150.679884,0,365.816939,0,0,3500,819.246481,805.478131
867,11654.55492,463,3096.807933,0.583333,7,12500,3024.60947,5148.045052
868,1254.970145,769.34,2234.780695,0.166667,3,7000,0,
869,2174.018945,377.1,388.849566,0.333333,5,2600,0,
870,1076.029456,0,59.57182,0,0,1200,239.407898,363.517186
871,1444.365154,780.14,3573.493609,0.416667,5,9000,6123.111421,430.209133
872,2767.545277,3480.24,0,1,60,12500,4062.447703,1082.201074
873,1382.310939,0,189.624301,0,0,1500,381.094555,462.715637
874,716.017731,0,3943.873219,0,0,12000,232.136896,267.035943
875,1890.397414,2493.67,0,1,26,3000,916.285608,494.455132
876,1948.434315,324.3,1468.08356,0.166667,4,5000,0,
877,44.910575,444.96,0,1,12,3000,426.881014,170.607827
878,802.274379,150,3714.01114,0.25,3,6000,0,
879,6059.861762,250.32,4447.636548,0.083333,1,7000,0,
880,847.013195,0,1159.447747,0,0,1200,101.664939,196.261567
881,1843.308668,89.66,126.156551,0.2,5,2000,375.878055,397.759846
882,21.681508,299.04,0,1,12,7500,320.616627,188.367946
883,3558.685862,1036.19,3270.549354,0.25,6,7300,1616.614478,1100.977131
884,14581.45914,0,22665.7785,0,0,18500,20941.32551,5433.759888
885,902.099225,5080.85,0,0.416667,12,8000,177.879919,258.715978
886,1081.065726,554.85,952.424906,0.5,20,2100,1898.82812,382.716751
887,9255.143419,5153.28,0,1,105,11500,4872.818088,9642.502512
888,228.909884,2617.85,0,1,35,1800,1774.318305,143.208454
889,1486.051056,716.98,273.531783,1,17,1600,1477.151065,1306.468855
890,337.317432,4193.91,0,1,27,3000,3690.904874,210.035264
891,2643.39225,965.84,0,1,33,4300,771.299727,627.391113
892,4007.029155,7597.09,0,1,22,6500,0,
893,128.375213,0,1897.551775,0,0,9500,0,
894,2903.779416,360.3,3501.657389,0.416667,7,11500,3014.036186,662.40729
895,233.694622,1772.55,0,1,29,1200,764.816144,227.726516
896,150.52492,1850.31,0,1,41,14000,1856.821119,192.520664
897,3066.86081,84.65,0,0.75,9,8000,922.962087,711.596731
898,11.35774,223.5,0,0.333333,4,17500,192.80601,95.228179
899,6366.085376,407.86,14827.30716,0.083333,5,12500,5722.548016,1746.966239
900,53.339006,315.48,0,1,12,1000,193.699669,162.729509
901,1917.203534,0,84.438672,0,0,2000,468.617347,899.048237
902,361.588846,312.69,370.511697,0.25,5,7500,867.628724,167.467416
903,5878.663267,1230.08,4665.557504,1,13,6500,2535.48125,2434.435407
904,7143.680599,0,2999.900367,0,0,13000,8733.20327,1927.887547
905,559.944819,0,1379.58783,0,0,3000,1964.825042,242.677632
906,79.625341,701.44,0,1,13,6000,0,
907,1701.20332,302,796.570678,0.5,6,2000,784.873315,567.761469
908,993.662006,348.88,0,0.333333,4,1200,335.62347,255.439979
909,939.152528,3393.25,0,0.25,5,9000,2768.821579,267.093439
910,7427.807223,205.89,3697.222827,0.416667,12,9500,2404.231683,2364.114477
911,2746.923673,0,4289.506847,0,0,6500,2017.190799,622.503528
912,24.820164,209,0,0.5,6,1500,278.257109,153.048247
913,31.702357,1051.52,0,1,16,4600,5384.409792,13.545097
914,1023.323593,253.37,0,0.916667,16,1200,463.956486,250.187987
915,2.957267,202.72,0,0.833333,10,4500,31.596193,53.011601
916,1068.434064,27,0,0.083333,1,1200,219.692369,310.32899
917,6725.109914,6335.65,0,1,108,11000,3203.884297,2658.77669
918,515.135703,2457.48,0,1,69,7000,2858.180367,177.692271
919,0.867528,26.62,0,0.333333,4,4500,18.336805,8.745383
920,542.051302,4896.9,960.975083,1,64,2500,5338.901791,173.182819
921,39.798993,20.09,0,0.333333,5,3200,0,
922,1894.11023,678,0,1,12,2000,992.569418,1111.413896
923,5980.58247,0,12008.08079,0,0,11000,9736.897362,1596.893256
924,176.721561,1707.26,0,0.916667,18,3300,0,
925,4223.832142,0,3305.855177,0,0,4500,0,
926,55.741802,963.35,0,0.75,11,14000,1062.303105,142.613239
927,179.290727,2540.9,0,0.916667,30,5000,2478.954766,168.750901
928,634.825209,1478.36,0,0.5,12,1200,1371.998686,336.282655
929,6002.618198,0,1163.462217,0,0,6500,1498.948148,1837.998855
930,1104.960744,45.65,0,0.083333,1,1200,293.890715,448.973668
931,851.278168,0,2037.036785,0,0,3000,4998.620598,282.771821
932,914.222213,563.39,136.50351,0.916667,40,900,0,
933,3122.171879,974.3,189.408446,0.75,21,3000,1520.760286,2019.977973
934,645.528692,0,6479.639793,0,0,10000,0,
935,1803.898764,562.01,0,1,19,1800,2010.58964,2411.664639
936,330.273411,53.8,0,0.25,6,2500,429.112894,171.6492
937,1168.040482,1113.1,0,0.833333,26,6500,4239.684074,563.283083
938,4593.577983,0,393.742621,0,0,5250,1064.91324,1558.017969
939,391.179957,7363.38,0,0.833333,42,4500,11891.44907,889.95708
940,12358.32132,421.15,5690.168909,0.583333,7,17000,4131.495556,2959.446172
941,95.645669,566.43,0,0.166667,3,9000,73.895095,199.884984
942,2072.457624,17409.21,0,1,175,19500,19517.1616,517.324081
943,3215.307061,0,629.109981,0,0,3500,1333.839527,1644.952704
944,2437.750644,1177.64,2961.278225,0.5,29,3000,1325.182603,1000.843859
945,460.432607,1009.44,0,0.916667,25,4000,1292.401995,221.145007
946,1895.695148,200,493.281286,0.083333,3,2000,861.663355,3302.012395
947,51.161976,736.72,0,0.5,5,4500,1665.89154,54.443091
948,40.332553,158.37,0,0.083333,1,3000,2280.290156,72.792874
949,1.355556,0.01,0,0.083333,1,6500,0,
950,1462.280124,516,0,1,12,1500,752.367432,1009.381645
951,337.629461,251.44,0,1,12,6000,0,
952,1518.813947,2110.98,0,0.9,20,1700,663.894987,555.397214
953,1538.569369,3852.37,0,1,35,6000,3386.915692,393.411779
954,1084.291919,270,0,0.25,3,1200,371.168672,229.778025
955,3908.10498,1238.12,1799.316522,0.666667,13,6000,1147.443975,870.610813
956,16.553858,308.16,0,0.25,3,2500,291.719987,28.242152
957,243.010712,0,1222.166225,0,0,12000,196.932031,58.778054
958,463.07144,1817.84,0,0.333333,4,6000,0,
959,192.037218,1000,0,0.083333,1,1500,1128.431348,157.31769
960,1493.440295,0,77.328556,0,0,1600,455.872747,430.722903
961,853.34928,3209.14,898.013564,0.7,28,10000,2841.834049,255.098434
962,1295.446588,886.37,1310.182842,0.333333,7,1800,2966.291948,493.349977
963,4890.470857,0,9009.157522,0,0,7500,7296.483613,1278.064978
964,1905.101343,455.72,0,1,22,3000,576.311637,701.949213
965,69.016286,749.9,0,0.909091,10,1500,701.387872,152.188982
966,2872.838687,555,0,0.666667,12,3000,1397.027257,1680.543762
967,2437.73951,1093.93,822.700458,1,15,2900,556.213673,1049.416303
968,160.816558,1755.76,0,1,20,2500,1633.050111,194.343579
969,2802.369018,829.15,476.329395,0.416667,5,3000,1393.564911,634.196389
970,4618.091584,541.68,3580.753362,0.166667,2,8500,0,
971,3108.393701,26582.34,0,0.9,55,28000,26557.09724,586.029097
972,3946.421177,1508.54,0,1,16,8500,0,
973,560.414016,99,909.10915,0.083333,1,1000,407.819493,141.935936
974,2001.030926,1534.98,1407.204652,1,32,4000,867.884346,1313.87778
975,1216.893766,76.3,0,0.166667,3,1200,533.085955,7781.671432
976,343.966223,3927.12,0,1,34,5500,3626.983417,198.454649
977,887.679317,1486.31,0,1,39,1800,0,
978,5573.146558,435.14,3935.733135,1,14,7000,1587.909833,1390.110596
979,31.490163,280.35,900.547414,0.166667,3,4000,0,
980,1464.19148,367.94,0,0.583333,9,1500,719.945677,1546.605424
981,114.38833,182,0,0.333333,4,1500,169.708108,168.97377
982,1355.312146,1682.06,0,1,15,13000,6965.353704,487.620635
983,357.62718,3070.45,0,0.916667,20,18500,4023.111073,169.763154
984,1368.288512,34,135.178439,0.083333,1,1600,1913.744848,530.3496
985,2870.08219,490.21,10735.1018,0.272727,3,6000,5956.127312,991.468328
986,2797.233197,2197.21,1824.823395,1,31,4000,0,
987,1055.53207,170,0,0.25,3,1200,229.301004,299.351881
988,3421.5478,36,19.042417,0.083333,1,3500,404.993426,10849.43809
989,165.700863,1806.97,0,1,28,3500,1595.482975,163.30874
990,5317.783607,0,5833.696908,0,0,6500,3154.862353,1369.775906
991,1532.278572,2612.1,0,0.916667,135,6500,1348.321843,433.618672
992,1506.516549,1188.78,65.104506,1,91,6500,2813.165078,369.901866
993,195.804466,0,477.378737,0,0,1950,550.825801,140.447701
994,2845.16043,735.09,0,0.666667,8,10500,6006.492582,888.901116
995,1268.352178,1533.28,2294.002357,1,20,1200,3363.275481,2639.29297
996,1250.394614,443.99,0,0.272727,3,3500,273.823646,259.715939
997,9.503968,96.62,0,1,19,4500,1086.932525,92.217936
998,2285.068731,0,1173.310874,0,0,2500,381.672065,1003.265207
999,2928.756699,160.92,319.931964,1,12,3000,1142.847203,1098.479834
1000,1460.178578,937.96,0,1,40,1500,1186.859701,1320.855292
1001,2022.469335,22.5,0,0.416667,5,10000,2062.495163,435.662185
1002,1651.127455,720.18,0,0.583333,7,5000,0,
1003,76.483078,69,0,0.083333,1,4500,462.226271,100.023175
1004,3766.072756,64.82,298.108645,0.25,3,4150,1019.849756,1260.262738
1005,1083.07662,0,91.903204,0,0,1200,309.300185,476.830891
1006,250.123525,2655.99,0,0.916667,21,3600,3155.89347,168.814522
1007,41.146561,825,0,1,12,2500,887.677869,132.020035
1008,3340.233396,1783.57,9569.469311,0.833333,22,8000,6173.822229,1030.053642
1009,97.649883,1092.59,0,1,26,18000,1399.323719,108.410954
1010,253.143106,0,3351.385591,0,0,5000,0,
1011,1239.889457,3914.15,0,0.583333,12,9500,3980.107176,511.121978
1012,3846.498183,788.54,69.894469,0.545455,8,4200,2071.865365,1445.432949
1013,12373.33348,830.15,10249.921,0.75,14,11000,14040.86635,12245.92601
1014,1958.327414,0,39.461591,0,0,2100,404.070285,999.050377
1015,411.727643,1037.82,0,0.5,12,6500,1461.416883,214.724575
1016,1548.76729,723.65,0,1,24,8500,0,
1017,2128.151695,0,19.345729,0,0,2100,138.907177,13266.3819
1018,1046.785259,0,2908.400137,0,0,3000,87.879339,630.679799
1019,640.595851,2496.57,0,0.5,14,3000,1145.707252,201.050218
1020,270.096134,3061.26,0,0.666667,20,6000,3594.046318,152.391012
1021,1583.622027,45.65,0,0.090909,1,1700,317.911208,481.237501
1022,380.384776,1188,0,0.083333,2,9000,2461.320337,158.339807
1023,445.409094,307.11,0,0.833333,12,1500,467.844102,171.370838
1024,117.949494,1368.88,0,1,15,4500,455.527411,179.475148
1025,2608.143732,207.68,189.874314,0.083333,1,3000,1243.840314,638.679282
1026,48.521324,514.97,0,1,16,5500,380.613937,208.568375
1027,1076.571029,45.65,48.730842,0.083333,1,1200,299.78995,374.377774
1028,2294.145941,29.29,137.256946,0.083333,1,2100,149.363733,17693.07847
1029,25.570988,45.65,0,0.083333,1,1500,491.455491,117.808437
1030,5049.442457,0,3631.844028,0,0,8500,8574.541634,1473.841361
1031,5516.201451,0,2941.903445,0,0,6000,1443.4332,1406.909258
1032,300.782119,2590.95,0,0.75,18,10000,3286.584674,168.321916
1033,1133.090254,85.92,551.078807,0.583333,7,1200,0,
1034,5842.231445,452.59,786.62111,0.916667,22,7500,4431.489516,2071.432892
1035,7.980453,0,95.842922,0,0,9500,198.014471,165.091997
1036,4677.242936,125,2406.229924,0.583333,10,5000,1087.866649,1092.737436
1037,1095.27596,119,54.739913,0.083333,1,1200,365.05305,540.656023
1038,6432.685892,0,3249.062265,0,0,7000,1549.916395,2295.219735
1039,328.242971,1555.66,0,1,26,3500,1052.275904,206.423078
1040,448.788728,32.38,545.642707,0.083333,1,5000,0,
1041,209.178326,34,0,0.5,3,6000,635.909695,81.198552
1042,1463.302373,0,586.02924,0,0,17000,17194.62756,968.603795
1043,7024.269179,130.4,1916.534565,0.333333,4,10200,0,
1044,68.690623,734.37,0,1,30,10500,837.517806,178.75204
1045,1268.144319,0,1331.166485,0,0,1500,499.961286,206.737107
1046,28.329892,292.59,0,1,12,5000,0,
1047,140.349336,1042.52,0,0.083333,1,6000,3212.647061,260.066741
1048,1838.106824,2682.25,188.36824,1,16,4500,1891.062946,429.697372
1049,1688.534078,280,49.117804,0.166667,3,1800,547.982657,664.585302
1050,1048.067171,0,158.347647,0,0,1200,369.895952,281.091657
1051,4862.641586,1302.37,1279.629012,0.5,9,6000,1723.432154,1836.602896
1052,554.289791,90,0,0.083333,1,7000,414.117463,189.979169
1053,65.645186,735.69,0,0.5,16,3000,1302.778971,140.751691
1054,1389.598597,6058.03,3517.94774,1,52,4000,6528.829703,550.971147
1055,230.161419,750.05,0,0.666667,7,14000,1207.021598,116.531467
1056,56.536572,499.92,0,1,12,3000,496.551862,194.502845
1057,39.37618,256.5,0,0.75,9,1200,164.37267,131.106729
1058,52.0899,230.15,0,1,12,1600,0,
1059,224.937583,1956.8,0,1,31,10000,1908.733611,185.371629
1060,8823.284205,3719,29282.10915,1,61,15500,28150.97869,7321.639932
1061,1005.332554,0,19.503826,0,0,1200,347.446739,425.777184
1062,160.852061,4704.98,0,0.888889,45,4500,4372.542801,129.801874
1063,1594.527848,60,97.854366,1,12,1800,422.765741,385.395799
1064,5961.863054,320.08,3134.417004,1,13,7000,1894.746827,2168.95118
1065,864.975705,66.7,75.254745,0.083333,1,1000,413.167127,240.517311
1066,2683.746154,130,0,0.083333,1,4500,610.42602,891.684832
1067,6.914784,71.4,0,0.166667,2,2000,21.55251,112.584481
1068,1747.11949,285.45,1429.489972,0.333333,10,3000,420.862309,389.633098
1069,4069.525304,259.84,1731.958401,0.166667,4,7500,1105.027682,1586.594493
1070,601.369472,35.8,0,0.083333,1,750,255.502079,217.074658
1071,1050.92679,150,114.462798,0.5,6,1000,238.619393,5303.958597
1072,62.635576,611.31,0,1,37,1500,514.6675,139.832021
1073,814.269404,0,1175.358928,0,0,1200,257.187514,205.446177
1074,1026.874467,153.96,0,0.083333,2,8500,1676.090994,266.069794
1075,42.125651,453.89,0,0.25,3,6500,793.296498,127.427088
1076,367.596554,0,1078.247446,0,0,1200,274.204055,274.427951
1077,3409.130731,0,4459.741851,0,0,6000,2203.045653,1023.380975
1078,15.216647,133,0,0.166667,2,1200,780.127863,89.546616
1079,206.305547,1594,0,0.333333,10,4500,1605.613993,119.213806
1080,3892.22326,929.99,558.732109,1,65,6500,951.737085,909.741196
1081,39.274052,431.49,0,0.333333,7,1500,745.768447,107.848735
1082,413.987831,985.79,0,0.5,16,3000,887.885624,176.216309
1083,1549.600093,0,181.45033,0,0,5000,793.363907,498.013895
1084,8.640998,0,2777.200448,0,0,6000,11267.69478,5.045387
1085,85.79793,931.98,0,1,23,7500,875.423848,186.610054
1086,48.157955,648.24,0,0.333333,6,2000,753.720188,58.719455
1087,4184.915498,0,3757.68359,0,0,5000,0,
1088,4046.574741,1757.44,19.677306,1,68,4500,1721.705144,1111.315878
1089,1522.831212,0,1883.483223,0,0,5000,1110.576652,364.832651
1090,2016.049201,1372.57,3806.758546,0.75,16,5500,3582.470327,615.990784
1091,72.251911,665.5,0,0.416667,12,4000,1443.726409,106.632133
1092,5336.743176,680.97,4037.626724,0.583333,10,8500,1272.722158,1361.590608
1093,7.527502,65.75,0,0.416667,5,4000,187.936242,132.19075
1094,1262.88817,313.02,1381.613303,0.583333,13,1500,1960.519301,922.418051
1095,1850.509525,0,218.731138,0,0,2000,498.436823,401.48809
1096,3019.820556,1158.28,538.243002,0.75,19,7500,804.815422,980.711635
1097,1382.240511,113.03,3688.794183,0.583333,12,3000,2780.931453,463.144483
1098,6.338717,171,0,0.166667,2,4000,495.808559,88.232737
1099,3676.070324,2255.1,106.449005,1,27,3500,2055.087209,3606.228152
1100,451.076499,32.25,0,0.083333,1,1800,0,
1101,5858.94756,896.18,4222.003137,0.166667,5,7000,3948.663657,1493.652513
1102,35.578362,464.51,0,0.833333,10,3000,452.522327,147.243614
1103,153.162696,1198.2,0,1,12,7000,1108.354624,184.163134
1104,3140.698358,1961.78,0,1,24,6000,5361.346807,742.308918
1105,2239.937878,90,966.33053,0.090909,1,3500,518.134344,484.797517
1106,510.233775,436.74,0,0.333333,5,3500,484.285337,239.690542
1107,683.971012,294,281.669381,0.5,7,3500,1578.37444,174.83612
1108,703.053063,335.99,956.578904,0.583333,7,7500,2300.799763,202.991548
1109,3508.560867,0,2251.744713,0,0,9000,4508.112909,935.839831
1110,8115.039014,383.42,0,0.5,7,11000,1982.542865,1821.785907
1111,4294.953211,0,7700.897042,0,0,7000,3129.359671,1138.592178
1112,256.433357,206.35,0,0.75,9,1000,689.933057,1879.817257
1113,297.985886,116.18,0,0.416667,5,1000,1178.583629,206.812783
1114,1386.020611,0,2168.900998,0,0,6000,1736.121099,450.598141
1115,5311.877259,299.94,6351.312685,0.75,15,6000,7105.878792,3204.78292
1116,417.878821,364,0,0.083333,4,5000,1039.551142,211.317636
1117,94.241684,1019.34,0,0.666667,7,5000,1014.359244,122.108687
1118,0.48805,121,0,0.2,2,13000,239.482389,18.219526
1119,293.029263,3094.97,0,0.75,12,14500,2543.550697,124.465257
1120,857.843162,0,2132.754414,0,0,7500,980.396237,272.696099
1121,4688.103434,0,357.129377,0,0,5000,981.149809,2216.590039
1122,1373.174839,215,0,0.25,10,8500,598.012696,319.996667
1123,2730.843802,2900,0,0.125,1,2900,0,
1124,661.423035,1109.53,952.743339,0.416667,6,7500,3137.508664,137.306097
1125,749.127741,80.3,490.432946,0.166667,3,1950,214.230371,2359.005614
1126,2391.843543,3279.57,0,1,119,5000,1226.566229,547.949563
1127,677.188172,3777.59,329.214459,0.818182,28,4000,5499.745992,261.247523
1128,26.787185,114,0,0.083333,1,1200,333.794157,124.494411
1129,20.962217,290.36,0,0.916667,12,10000,255.56413,178.83986
1130,952.51575,129.95,0,0.083333,2,1500,1791.01792,500.848096
1131,6090.522273,22.16,0,0.083333,1,9000,568.7811,30528.4324
1132,0,12.65,0,0.083333,1,5000,0,
1133,987.584177,0,185.647722,0,0,1200,448.68922,251.520629
1134,51.422178,0,1504.179802,0,0,5500,1444.167453,70.384975
1135,2136.082193,0,2956.073884,0,0,6500,1943.803344,560.757332
1136,3551.355769,1283.65,883.345734,0.833333,17,5500,2244.998109,921.910684
1137,1306.436456,0,309.560735,0,0,1500,349.408692,427.330636
1138,710.199118,3442.08,0,1,63,7000,3082.037592,231.798854
1139,2847.608209,1399.05,0,0.75,10,7500,1094.003828,888.841589
1140,1596.02939,466.18,38.321808,0.727273,15,1500,463.861161,1739.237096
1141,4461.155061,190,454.804237,0.090909,1,5000,1240.620735,1818.377046
1142,2861.137399,0,265.06559,0,0,3000,752.365473,786.946437
1143,1180.758966,1274.54,0,0.833333,21,4500,1351.787519,285.440312
1144,4613.570499,0,1728.341939,0,0,6000,922.218961,1460.63522
1145,126.121035,590,0,0.083333,1,2500,1471.72027,156.326043
1146,7638.382236,0,1405.776254,0,0,15500,2284.390267,1970.352152
1147,1931.821799,120,0,0.083333,1,2100,476.682076,751.902022
1148,5538.646971,460.57,2661.970456,0.333333,6,9500,1253.713151,2103.456999
1149,1818.441161,904.3,0,1,54,1700,1251.158216,1750.367637
1150,4550.717687,2094.99,2392.186586,1,23,7600,3172.264416,1091.281356
1151,741.294747,7096.36,0,1,84,7500,6642.324858,211.053637
1152,802.618739,2860.32,0,0.666667,28,4500,2024.536409,232.97847
1153,645.299519,1310.84,76.361029,0.8,12,2500,1402.76066,158.916575
1154,42.366061,463.32,0,0.75,9,6500,499.856766,179.524229
1155,2127.069602,743.38,0,0.166667,18,2100,1047.607919,4500.377613
1156,34.207779,2483.26,0,0.083333,1,10000,29272.48607,
1157,76.059828,927.1,0,1,12,1500,906.712652,163.265372
1158,25.659372,951.1,0,0.166667,2,6000,865.208858,108.418045
1159,269.309231,280.25,0,0.916667,19,2500,176.415802,184.470935
1160,230.823876,1842.33,0,0.916667,12,3000,1651.128297,174.020429
1161,6.903243,145.01,0,0.75,9,3000,162.930205,66.97684
1162,537.002861,2275.97,203.752607,0.583333,31,3000,1575.697754,179.584038
1163,3222.221884,356.4,1709.973124,0.166667,5,3500,835.314447,1171.515143
1164,7370.257624,0,1194.995991,0,0,7500,2278.457657,2202.491764
1165,20.889413,244.2,0,0.333333,4,4000,541.817138,72.261438
1166,74.568421,600,0,0.333333,5,6000,1307.801313,143.732476
1167,1.059103,25.5,0,0.083333,1,5500,563.748018,83.648417
1168,1109.366186,348.78,46.656862,0.714286,9,1200,438.733395,590.202893
1169,1114.122532,348.47,99.20189,0.583333,9,1200,631.49296,668.171959
1170,348.965773,1019.4,0,1,25,1000,214.987376,176.525876
1171,949.259857,0,59.80774,0,0,1000,169.264551,247.985446
1172,6306.501319,205.03,270.445198,0.3,3,14000,1646.635328,1705.819755
